modality_image,image,latitude,longitude,height,alfa,beta,gamma,fov
0000211, flickr_5074196647_6e829bee06_4036_8389569@N08, 46.6599, 7.89677, 1551.500000, -0.394232, -0.0352801, -0.012271, 0.43217
0000212, flickr_5074276375_8af5279faf_4130_8389569@N08_grid_1_0.004_0.004.xml_1_0_1.17601, 46.650383, 7.910562038, 1871.500000, 1.94049, -0.00153331, 0.024543, 1.17601
0000213, flickr_5074301147_0898198599_4030_8389569@N08_grid_1_0.008_0.008.xml_0_0_0.382369, 46.65642166, 7.908617973, 2024.500000, 2.38841, 0.0444847, 0.0368136, 0.382369
0000214, flickr_5074863186_64740ce7fe_4148_8389569@N08, 46.6524, 7.9125, 1933.000000, 1.99878, 0.0874362, 0.0245432, 0.43217
0000215, flickr_5845318147_13f4e26e89_2446_81035653@N00, 47.1242, 12.9454, 1539.000000, -2.79644, -0.0260782, 0.0613618, 0.408036
0000216, flickr_5900484780_03ba36929c_6052_52936359@N05_grid_1_0.004_0.004.xml_1_1_0.684912, 47.19430923, 10.74029922, 1350.000000, -2.29944, 0.0414188, 0.0490843, 0.684912
0000217, flickr_5988312014_4915d4783e_6144_81035653@N00, 47.1901, 12.9776, 966.500000, -0.878973, 0.154931, -0.012271, 0.632573
0000218, flickr_6781513415_c66e6b61cc_7008_65054360@N04, 47.4219, 10.3428, 2202.000000, -1.42546, -0.0569927, -0.0136267, 0.437743
0000219, flickr_7962901172_5ae109c34f_8444_55926463@N06, 47.0389, 12.3488, 2707.500000, 0.934196, 0.0506197, -0.0122713, 1.287
0000220, flickr_8019550357_987d0715dd_8448_86476099@N00, 46.8994, 9.11394, 1691.000000, 1.4312, 0.18868, 0.036813, 1.14268
0000221, flickr_8019568704_b5e5713991_8171_86476099@N00, 46.9085, 9.12694, 1554.000000, -3.00507, -0.105843, -0.0245418, 1.14268
0000222, flickr_8127914594_0c6b1e318b_8333_77295011@N06, 47.0731, 12.7532, 2300.500000, -0.538424, 0.0659606, 2.12545e-07, 0.884749
0000223, flickr_8127940794_271863c90d_8050_77295011@N06, 47.074, 12.7512, 2291.000000, -0.572171, 0.130389, 0.0245426, 0.313204
0000224, flickr_8128131796_82098cf170_8475_77295011@N06, 47.0757, 12.7495, 2258.000000, -0.541497, 0.0414188, 0.0245425, 0.884749
0000225, flickr_8128220274_5b05e0bf1a_8043_77295011@N06, 47.0745, 12.7518, 2344.500000, -0.716371, 0.105843, 0.0122714, 0.884749
0000226, flickr_8367558625_295b26ff80_8190_89031285@N02, 47.4344, 10.6086, 895.500000, 3.00507, -0.102777, 0.0245425, 0.792883
0000227, flickr_8367561371_54793a6f11_8357_89031285@N02_grid_1_0.008_0.008.xml_1_1_1.14268, 47.44376755, 10.62786102, 921.500000, 2.92223, 0.00766865, -0.0245418, 1.14268
0000228, flickr_8528693442_8102ec17b4_8505_60347908@N00, 46.5846, 11.7446, 2064.500000, 1.24406, -0.0168745, 0.0122704, 1.14268
0000229, flickr_8553171725_c8f5202e2b_8524_50519685@N00_grid_1_0.004_0.004.xml_1_1_0.845709, 47.28981018, 13.34073067, 1693.000000, 1.18883, -0.0874377, -0.0122718, 0.845709
0000230, flickr_9285235848_f647593405_7301_68097255@N00, 46.5381, 11.7828, 2007.000000, 0.474, 0.111982, -1.15505e-07, 1.17601
0000231, flickr_9411823399_3b6bcb1ed6_3793_99739718@N08_grid_1_0.004_0.004.xml_0_0_1.17601, 47.36062241, 13.58646202, 1761.500000, -1.24406, 0.145729, 0.0122713, 1.17601
0000232, flickr_9539345106_150a3a436e_3686_77295011@N06, 47.2466, 11.3996, 728.000000, 2.40989, 0.170271, -0.0245418, 0.422187
0000233, flickr_depth_local_10843888333_579da7ec94_7302_66772587@N04, 46.5056, 11.7548, 2231.000000, 2.30174, -0.236998, 0.0122712, 0.679168
0000234, flickr_depth_local_3810268183_2aac9dff97_3555_12039065@N00, 46.4881, 11.8099, 2221.500000, -0.220125, 0.135757, 1.74629e-07, 0.592231
0000235, flickr_sge_10005855105_ddfb9e4bb3_o, 46.7375, 9.34053, 1285.000000, 1.29621, 0.0751644, 0.0859035, 1.14268
0000236, flickr_sge_10005867796_c1f09a0960_o_grid_1_0.004_0.004.xml_0_1_0.548335, 46.71659851, 9.328910828, 1295.500000, 1.40052, 0.124252, 0.0245419, 0.548335
0000237, flickr_sge_10027643676_75532cc699_o, 47.5126, 12.995, 612.500000, -0.593647, 0.00460251, -0.0122708, 1.08084
0000238, flickr_sge_10036962973_dc4f80d346_o, 46.5602, 11.7628, 1601.000000, 1.10293, 0.265379, -0.0245416, 0.731495
0000239, flickr_sge_10036964453_aff773b7ef_o, 46.5602, 11.7628, 1601.000000, 1.11828, 0.237768, -0.0122708, 0.50338
0000240, flickr_sge_10057475604_a0e6c51791_o, 46.964, 9.77373, 1866.500000, -1.76561, 0.0598254, -0.0122709, 0.884153
0000241, flickr_sge_10057482494_49382d3048_o_grid_1_0.004_0.004.xml_1_1_0.884153, 46.96195984, 9.775644302, 1914.500000, -1.93742, -0.0168735, 0.0368132, 0.884153
0000242, flickr_sge_10057735304_eb4a53cec2_o, 47.3479, 10.1669, 1170.000000, -2.38841, 0.237768, 0.0368125, 1.75212
0000243, flickr_sge_10078370074_7956fffffa_o, 47.995, 7.86196, 390.500000, 1.08145, -0.167205, 0.0368125, 1.02478
0000244, flickr_sge_10097379326_cc1fd71206_7409_45239009@N04, 47.147, 8.54088, 976.500000, 0.100476, -0.0713299, -9.09046e-08, 1.17601
0000245, flickr_sge_10098734076_3560bb1c63_3676_58661560@N07, 45.9996, 7.74747, 2121.500000, 0.398068, -0.0421856, -2.30614e-07, 0.927296
0000246, flickr_sge_10118947555_a8a13b6338_o_grid_1_0.008_0.008.xml_0_1_0.682226, 45.98611069, 6.900801659, 2206.000000, 1.45268, 0.0107374, -9.61777e-07, 0.682226
0000247, flickr_sge_10127674894_172d174a7e_o_grid_1_0.004_0.004.xml_0_0_1.17601, 47.51420975, 12.99217129, 612.000000, -0.891245, -0.108912, -0.0368128, 1.17601
0000248, flickr_sge_10133627843_26bbc5c67b_5520_16916419@N02, 46.4348, 7.44782, 1171.000000, 0.867469, 0.0805341, -2.57315e-07, 0.56511
0000249, flickr_sge_10138037386_b9de2886b5_o_grid_1_0.004_0.004.xml_1_0_1.14268, 47.40751648, 15.37470818, 1281.500000, 2.14911, -0.179476, 0.073633, 1.14268
0000250, flickr_sge_1015155364_1f6176eeec_o, 46.2079, 7.87029, 2135.000000, 0.737846, 0.108912, -0.0981752, 0.463612
0000251, flickr_sge_1015164376_8f81657825_o, 46.2079, 7.87029, 2135.000000, 0.820678, 0.121183, -0.0736327, 0.399266
0000252, flickr_sge_10163507794_579560f8d0_o, 46.6179, 7.93899, 2299.500000, -2.97439, 0.056756, 0.0245422, 0.227906
0000253, flickr_sge_10163524504_3a3caebf36_o_grid_1_0.004_0.004.xml_0_0_1.01943, 46.60706711, 7.919284344, 1269.500000, 1.04771, -0.0720973, 0.0368127, 1.01943
0000254, flickr_sge_10163546804_c294d8ef0b_o_grid_1_0.004_0.004.xml_1_0_0.410323, 46.55860901, 7.891915798, 1628.000000, 1.46188, 0.182541, 0.012271, 0.410323
0000255, flickr_sge_10163547974_d22a312731_o_grid_1_0.008_0.008.xml_0_1_0.568867, 46.56458282, 7.897933006, 1613.000000, 1.75027, 0.148794, -0.0122704, 0.568867
0000256, flickr_sge_10163626745_fcc11d7909_o, 46.6181, 7.93804, 2331.000000, -0.498546, -0.0598254, -0.0122709, 0.23979
0000257, flickr_sge_10163644505_d3726e0e8c_o_grid_1_0.008_0.008.xml_1_1_1.24597, 46.58958817, 7.896957874, 1464.000000, -2.33932, 0.0260784, 1.24655e-08, 1.24597
0000258, flickr_sge_10163700336_277c750228_o, 46.6181, 7.93804, 2331.000000, -2.87622, 0.0506204, 1.11913e-07, 0.557354
0000259, flickr_sge_10163701825_f2e244d2e7_o_grid_1_0.004_0.004.xml_0_0_0.997985, 46.68643951, 7.859726429, 565.500000, -2.80872, 0.115048, 0.0122711, 0.997985
0000260, flickr_sge_10163732996_922eeebd19_o, 46.5603, 7.89442, 1640.000000, -2.6676, 0.164136, -0.0122712, 0.801852
0000261, flickr_sge_10163756183_1416e8eeb9_o, 46.6181, 7.93804, 2331.000000, -0.612057, -0.127319, 0.036813, 0.410323
0000262, flickr_sge_10163757813_8218c7e2dd_o_grid_1_0.004_0.004.xml_1_1_0.410323, 46.61595154, 7.939936161, 2281.000000, 2.95598, 0.0506205, -0.0122708, 0.410323
0000263, flickr_sge_10163768706_01e5d4a0a6_o_grid_1_0.004_0.004.xml_1_1_1.1327, 46.68263626, 7.863652229, 574.000000, 2.16138, 0.167204, 3.47382e-07, 1.1327
0000264, flickr_sge_10163790453_81ef72a4a0_o, 46.5606, 7.89385, 1646.000000, 2.63691, 0.345144, 0.0245418, 0.410323
0000265, flickr_sge_10163792313_c8dcf876d8_o_grid_1_0.004_0.004.xml_0_1_1.01943, 46.56258011, 7.89575243, 1659.500000, 2.23808, 0.240834, -0.0122717, 1.01943
0000266, flickr_sge_10163813063_b1f5d5dc23_o, 46.583, 7.91042, 818.000000, -0.707166, 0.213223, -0.0736327, 1.1327
0000267, flickr_sge_10163816513_94d8a5d313_o_grid_1_0.004_0.004.xml_0_1_1.01943, 46.58919144, 7.911334515, 790.000000, 1.54472, 0.148795, 3.70649e-07, 1.01943
0000268, flickr_sge_10163817833_c6b4d9d386_o, 46.5872, 7.90923, 803.500000, -1.29008, 0.185612, -0.0122706, 1.1327
0000269, flickr_sge_1019222906_2df4fabda8_o, 46.4718, 8.52891, 2582.500000, -2.54181, -0.0291444, 1.37106e-08, 1.28501
0000270, flickr_sge_1019225726_9e99262cde_o, 46.4715, 8.5272, 2568.000000, 1.16736, 0.0138065, 0.0122706, 1.28501
0000271, flickr_sge_1019482533_c82097d67e_1050_12991473@N00, 46.5095, 9.90337, 2314.000000, 0.0636598, -0.0789987, -0.0368132, 1.17601
0000272, flickr_sge_10230516036_26375fa78b_5445_29572618@N08, 47.0804, 8.42422, 537.500000, -2.50883, -0.0943388, 0.0122711, 1.17601
0000273, flickr_sge_10230536135_de95a53979_7349_29572618@N08, 47.0809, 8.37968, 682.500000, -2.74045, -0.0820676, 0.0122712, 1.17601
0000274, flickr_sge_10230572713_7b396858f9_3720_29572618@N08, 47.0804, 8.42422, 537.500000, 1.55469, -0.0406504, 0.0122672, 1.17601
0000275, flickr_sge_10241026595_8b0cc527bc_o, 45.9081, 6.82152, 1496.500000, 2.47738, 0.320602, -0.0122714, 0.489958
0000276, flickr_sge_10241992436_7fe0fd2bbd_o, 46.4161, 7.21448, 2222.000000, 1.53858, -0.105844, 0.0122687, 1.1327
0000277, flickr_sge_10242016756_461afec5c4_o, 46.4177, 7.2088, 2314.000000, -3.07563, -0.164136, 0.0245424, 1.1327
0000278, flickr_sge_10242047976_9dcfb017fa_o, 46.4177, 7.2088, 2314.000000, -1.14895, -0.170271, 0.0736323, 1.1327
0000279, flickr_sge_10251198376_61e3ac059a_8394_55377698@N00, 47.6864, 13.5798, 1512.000000, 1.73723, 0.0575259, 0.0122717, 0.265103
0000280, flickr_sge_10251643945_7a7dd57d52_2848_55377698@N00, 47.6864, 13.5806, 1498.500000, 1.97347, 0.0590588, 0.0245426, 1.17601
0000281, flickr_sge_10262924143_0f0801be0d_o, 46.1911, 9.02684, 300.500000, 0.14266, 0.081301, 0.012271, 1.02478
0000282, flickr_sge_10262930753_9a30d3dbd4_o, 46.1911, 9.02521, 291.000000, -2.89155, 0.271515, -0.0122714, 1.287
0000283, flickr_sge_10264263363_a7f8e98714_o, 47.6856, 13.5809, 1426.500000, 1.44041, 0.0506178, -0.0122726, 0.998694
0000284, flickr_sge_1030765610_b89a171cbb_o_grid_1_0.004_0.004.xml_0_0_0.599947, 46.5061264, 7.714663029, 1937.500000, 1.87606, 0.311396, -0.0490851, 0.599947
0000285, flickr_sge_10308885144_3c9235d7bc_o, 47.4895, 11.0919, 703.000000, 0.91272, 0.216292, -0.0245419, 0.601841
0000286, flickr_sge_103354046_122417d0fc_o, 46.0771, 7.00649, 2078.000000, -2.92837, -0.130389, 0.0613618, 1.14268
0000287, flickr_sge_103381853_c12ab0adf2_o, 46.0069, 7.27998, 2644.500000, -2.99587, -0.127319, 0.0613618, 1.14268
0000288, flickr_sge_103383203_13cac4d7d6_o, 46.0069, 7.27998, 2644.500000, -2.60317, 0.00766862, 0.0859037, 0.517542
0000289, flickr_sge_103384001_8cb4274639_o_grid_1_0.004_0.004.xml_0_1_1.02841, 46.00897598, 7.281867981, 2631.500000, 2.27182, 0.0874365, 0.0368137, 1.02841
0000290, flickr_sge_103385367_a798f66870_o, 46.0069, 7.27998, 2644.500000, -2.96519, -0.240834, 0.0245424, 1.14268
0000291, flickr_sge_103386052_6ca7540eb6_o_grid_1_0.004_0.004.xml_1_1_0.50094, 46.00482559, 7.282063484, 2532.500000, -2.56022, 0.023009, 0.0736326, 0.50094
0000292, flickr_sge_103386271_53dbc1ff48_o, 46.0069, 7.27998, 2644.500000, -2.55714, 0.0444849, 0.0245423, 1.14268
0000293, flickr_sge_103386372_b7a7a6680f_o, 46.0069, 7.27998, 2644.500000, -0.799202, -0.0138074, 0.0122711, 1.14268
0000294, flickr_sge_10345322885_812a829c23_o_grid_1_0.004_0.004.xml_0_0_1.52499, 46.62261581, 12.24513626, 2302.500000, 0.507747, -0.26231, -0.0736327, 1.52499
0000295, flickr_sge_10347936884_84dde80219_o, 46.9948, 9.8589, 1769.000000, 2.20433, 0.161069, -0.0368132, 0.927296
0000296, flickr_sge_10349127934_f9098fd06b_o, 46.7766, 12.1082, 1384.000000, 1.98037, 0.0475542, -0.0245414, 0.291823
0000297, flickr_sge_10361919885_f42970390a_o, 46.6115, 12.0128, 2057.000000, 0.541495, 0.0168728, -0.0490843, 1.13409
0000298, flickr_sge_10364117546_f4ec6819b0_o, 46.7329, 8.20911, 1056.500000, 1.10907, 0.133454, -0.0122713, 0.442485
0000299, flickr_sge_10366348194_b1e70aa20a_o, 46.8963, 12.8344, 2350.500000, -0.731708, 0.0536897, 0.0368134, 0.175892
0000300, flickr_sge_10366529583_d798387dbf_o, 46.8865, 12.8414, 2147.000000, 1.85458, -0.222427, 9.78265e-07, 0.859804
0000301, flickr_sge_10366539213_66f7dc37a5_o_grid_1_0.008_0.008.xml_0_0_0.729936, 46.89671326, 12.83598423, 2407.500000, -0.633533, 0.0506204, 3.37909e-07, 0.729936
0000302, flickr_sge_10366544263_29f18f09e6_o, 46.8956, 12.8368, 2395.000000, -0.707165, 0.0659607, -0.0122706, 1.04085
0000303, flickr_sge_10366814914_7e7b823b62_o, 46.907, 12.8296, 2430.000000, -0.470931, 0.03528, 2.45088e-07, 1.13409
0000304, flickr_sge_10366843314_a4e9651458_o_grid_1_0.004_0.004.xml_0_1_1.02068, 46.90560913, 12.82345295, 2229.000000, 1.55703, -0.0720806, -0.0367764, 1.02068
0000305, flickr_sge_10376556745_ba22f58286_o, 47.5932, 12.9871, 594.500000, 2.73202, 0.191747, -0.0613614, 1.17601
0000306, flickr_sge_10381889565_2739d0e282_2894_85839074@N05, 47.4624, 10.9671, 973.500000, 2.57325, -0.0115046, 0.0122715, 1.17601
0000307, flickr_sge_10383165883_1409bb5f93_3708_40128104@N05_grid_1_0.004_0.004.xml_0_1_1.17601, 47.3216629, 11.65289402, 538.500000, -1.97423, 0.108913, -0.012271, 1.17601
0000308, flickr_sge_10391414063_25eabd5d12_o_grid_1_0.004_0.004.xml_1_0_0.56511, 46.92744064, 8.338469505, 1672.000000, 0.682625, 0.0199424, -0.0122712, 0.56511
0000309, flickr_sge_10401307174_3632e05f36_3772_55377698@N00, 47.8948, 13.8334, 951.000000, 0.422612, -0.0544568, 0.0122709, 1.17601
0000310, flickr_sge_10401332466_2c3722151f_2887_55377698@N00, 47.8948, 13.8334, 951.000000, 0.260009, -0.0069024, 0.012271, 0.29778
0000311, flickr_sge_10408423246_cedd642a4c_o, 46.5421, 11.6453, 1848.500000, 2.76577, 0.108913, 0.0122712, 0.927296
0000312, flickr_sge_10408752774_8318fb330e_o, 46.9074, 12.192, 2863.000000, -0.599786, -0.154931, 2.81459e-07, 1.13409
0000313, flickr_sge_10409737086_3b8e3be277_o_grid_1_0.004_0.004.xml_1_1_0.834566, 46.49329758, 6.73443222, 458.000000, 2.36387, -0.0506207, -0.0122704, 0.834566
0000314, flickr_sge_10418597994_5e186cbae7_7375_69497074@N05_grid_1_0.004_0.004.xml_1_1_0.998694, 46.24977875, 7.920968533, 1785.000000, 0.434116, 0.0782314, -0.0122712, 0.998694
0000315, flickr_sge_10418643156_688f9e0d10_5483_69497074@N05, 46.2551, 7.92451, 1982.500000, -0.201715, 0.0207091, 0.012271, 0.998694
0000316, flickr_sge_10438872515_8164b87229_o, 46.9535, 8.35764, 554.000000, -0.406503, 0.0322139, -0.0122709, 0.50338
0000317, flickr_sge_10438920045_4effc70f19_o, 46.9296, 8.34019, 1886.500000, 0.516951, -0.0383498, -0.0122713, 0.50338
0000318, flickr_sge_10438934035_158273f1f0_o, 46.9285, 8.33934, 1802.000000, 2.38227, -0.105843, 0.0122715, 0.278545
0000319, flickr_sge_10444873715_78e7d7bddf_o, 46.9519, 12.979, 2301.500000, -0.26231, 0.00460242, -0.0122709, 0.31587
0000320, flickr_sge_10444995503_0cb9339e90_o, 46.9551, 12.9609, 1871.000000, 1.45268, 0.0598225, -2.7017e-06, 0.861042
0000321, flickr_sge_10446059846_3216798724_o, 46.4179, 7.38213, 2064.000000, -2.58782, -0.0444849, 7.49192e-08, 0.827379
0000322, flickr_sge_10446087645_6107d2e951_o, 46.4204, 7.37834, 2055.500000, 2.54795, -0.111982, -0.0368126, 0.864816
0000323, flickr_sge_10453570303_d483496723_o, 46.1714, 7.09429, 2089.000000, -1.75641, 0.222427, -0.0122708, 0.902293
0000324, flickr_sge_10462388355_3b310b95eb_o_grid_1_0.004_0.004.xml_0_1_1.287, 47.34338379, 11.22176075, 1589.000000, -1.08452, 0.0138072, 2.55509e-07, 1.287
0000325, flickr_sge_10462580873_6bfd42255c_o, 47.3384, 11.2397, 2070.500000, 0.415709, 0.0997074, 0.0245422, 1.287
0000326, flickr_sge_10481205396_c4844f18b3_o_grid_1_0.004_0.004.xml_1_0_1.65757, 47.5735054, 11.15231037, 764.000000, 0.437185, 0.200952, -0.0122708, 1.65757
0000327, flickr_sge_10481215466_d753a093fb_o_grid_1_0.004_0.004.xml_1_0_1.40067, 47.5735054, 11.15231037, 764.000000, 0.673419, 0.17334, -1.68626e-07, 1.40067
0000328, flickr_sge_10481241364_5ff8b82736_o, 47.5754, 11.1544, 855.500000, 0.946467, -0.0168741, -0.0122713, 1.31565
0000329, flickr_sge_10481266845_34c6309b64_o, 47.5754, 11.1544, 855.500000, 0.829883, -0.0199434, -0.0245423, 0.781731
0000330, flickr_sge_10481292366_df2d2e3c62_o, 47.5754, 11.1544, 855.500000, 0.814546, -0.0199435, 0.0122708, 0.781731
0000331, flickr_sge_10481302684_8e68f10ed4_o, 47.5754, 11.1544, 855.500000, 0.82375, -0.0168741, -0.0122713, 0.781731
0000332, flickr_sge_10481332586_fd51187a21_o, 47.5754, 11.1544, 855.500000, 0.82375, -0.0199433, -0.0122712, 0.781731
0000333, flickr_sge_10481347176_b0ed2a2a8b_o_grid_1_0.008_0.008.xml_0_1_1.05289, 47.57953262, 11.15850163, 921.000000, 0.958739, 0.0690296, -0.024542, 1.05289
0000334, flickr_sge_10481394616_769b320a8c_o_grid_1_0.008_0.008.xml_0_1_1.30202, 47.57953262, 11.15850163, 921.000000, 1.01703, -0.00766903, -1.13275e-07, 1.30202
0000335, flickr_sge_10481400814_03d0830715_o_grid_1_0.008_0.008.xml_0_1_0.970317, 47.57953262, 11.15850163, 921.000000, 1.0385, 0.0690297, -0.0122711, 0.970317
0000336, flickr_sge_10481406704_f01580d4c2_o, 47.5754, 11.1544, 855.500000, 1.04157, 0.0782314, -0.0122712, 1.07813
0000337, flickr_sge_10481433134_e341d9da22_o_grid_1_0.004_0.004.xml_0_1_1.49181, 47.57733154, 11.15643501, 881.500000, 0.918853, 0.0843662, 0.0122708, 1.49181
0000338, flickr_sge_10481441354_4650198203_o, 47.5754, 11.1544, 855.500000, 0.89431, -0.130389, -0.036813, 1.65757
0000339, flickr_sge_10481444823_52261d6ea4_o, 47.5754, 11.1544, 855.500000, 0.817612, -0.0199435, 0.0122707, 0.781731
0000340, flickr_sge_10481636503_fa7e7f193d_o, 47.5754, 11.1544, 855.500000, 0.826817, 0.0567554, 0.0122709, 1.16988
0000341, flickr_sge_10487103135_018c9278b9_o, 47.4398, 13.5212, 1080.000000, -1.49256, 0.0475542, 0.0122713, 0.927296
0000342, flickr_sge_10487107236_bf67865ee8_o, 47.4755, 13.5314, 1256.500000, -2.9069, 0.237769, -0.0245421, 1.287
0000343, flickr_sge_10492875073_85b664ce38_3758_28254340@N08_grid_1_0.004_0.004.xml_0_0_0.435155, 46.69029617, 7.858100891, 566.000000, 1.8239, 0.0782305, -0.0122703, 0.435155
0000344, flickr_sge_10507985735_70d9e9b476_o, 47.3231, 11.1889, 1179.500000, -1.2502, 0.0567559, -0.0122707, 1.287
0000345, flickr_sge_10508221763_ab29cbdc01_o, 47.3379, 11.2396, 2070.000000, -0.452528, 0.0813012, -0.0122708, 1.287
0000346, flickr_sge_10518005386_5e14037b6f_o, 46.9601, 12.9684, 1974.000000, -2.35159, 0.139594, 7.44614e-08, 0.498052
0000347, flickr_sge_10543184826_146ccd60ac_o, 46.7858, 12.7863, 1594.000000, 1.60915, 0.0414199, 0.0122725, 1.13434
0000348, flickr_sge_10543591754_31979caeb1_o_grid_1_0.004_0.004.xml_0_0_0.978208, 46.77022171, 12.78979111, 1950.000000, -1.5846, -0.105843, -0.0245419, 0.978208
0000349, flickr_sge_10543774603_3e96288217_o, 46.767, 12.7918, 2062.500000, -1.6429, -0.234699, 0.0122712, 0.861042
0000350, flickr_sge_10554728755_fa035cb3cd_o_grid_1_0.004_0.004.xml_0_1_1.441, 46.35639954, 11.4497242, 2031.000000, -2.50499, -0.0414187, 0.0490842, 1.441
0000351, flickr_sge_10606593984_9feabbca7a_o, 47.437, 11.0609, 1839.500000, 2.79644, 0.0291446, 0.0490844, 1.287
0000352, flickr_sge_10606705645_d3c1f26059_7432_75487768@N04, 47.4687, 11.1428, 1210.000000, 0.609757, 0.100474, 0.024542, 1.287
0000353, flickr_sge_10614356903_c9a4c6d6b9_3746_76607671@N07, 47.769, 13.4154, 1317.000000, -0.060595, -0.094339, -2.60859e-08, 0.47109
0000354, flickr_sge_10619374536_6f3e92f67f_o, 46.647, 12.1895, 2001.500000, 2.25035, 0.00460226, -0.0490835, 0.26809
0000355, flickr_sge_10623232914_f31e4dc12e_3755_75487768@N04, 47.4823, 11.0707, 716.500000, 0.928824, 0.144962, -0.0122713, 1.287
0000356, flickr_sge_10633852766_ddaf4dea7c_3732_45239009@N04, 47.7944, 13.0473, 503.000000, 0.836788, -0.111213, 0.0122707, 1.17601
0000357, flickr_sge_10694713245_deab9942a5_o_grid_1_0.008_0.008.xml_1_0_1.05841, 46.10162354, 7.682393551, 2813.500000, 2.03866, 0.210156, -0.036813, 1.05841
0000358, flickr_sge_10729928143_14f4939dd9_o, 47.3162, 13.2835, 1490.000000, -2.19819, -0.0997079, -0.012271, 0.50338
0000359, flickr_sge_10745068856_87a3966ce4_3707_75487768@N04, 47.4383, 11.0497, 2097.500000, 2.80642, 0.0651944, 0.0245425, 1.287
0000360, flickr_sge_10745219765_252e0cde8a_o, 47.3194, 13.2883, 1383.500000, -2.2933, -0.0905061, -0.0122708, 0.731495
0000361, flickr_sge_10745298416_0a3623f111_o, 47.3214, 13.2928, 1270.500000, -2.17058, -0.102777, -0.036813, 0.478492
0000362, flickr_sge_10745323334_8389dd2b08_o_grid_1_0.004_0.004.xml_1_1_0.691112, 47.31777191, 13.2912035, 1327.000000, -2.18285, -0.121184, -0.0245419, 0.691112
0000363, flickr_sge_10745324794_3cddaf4bb6_o_grid_1_0.004_0.004.xml_0_1_0.582914, 47.32115173, 13.28934479, 1333.500000, -2.44056, -0.0138072, 0.0368132, 0.582914
0000364, flickr_sge_10745521103_122e899952_o, 47.327, 13.3013, 886.500000, -0.971009, -0.124253, -0.0368126, 1.287
0000365, flickr_sge_10745528423_af89983dc5_o, 47.319, 13.2875, 1399.500000, -2.31478, -0.115048, 0.036813, 0.50338
0000366, flickr_sge_10745529063_80f09c0936_o, 47.3186, 13.2867, 1408.500000, -2.5326, -0.161069, 0.0122711, 1.287
0000367, flickr_sge_10821496535_f46507657d_2847_85852517@N00, 47.4215, 12.2956, 1341.000000, 2.08391, 0.0437183, -0.0122705, 0.29062
0000368, flickr_sge_10821655775_f39d914f89_2882_85852517@N00, 47.3205, 12.7977, 752.500000, 1.27397, 0.0207083, -0.0122718, 0.717542
0000369, flickr_sge_10821682045_1172bb145f_3743_85852517@N00, 47.2979, 12.4199, 1138.500000, 2.42446, 0.0345133, -0.0368126, 0.43217
0000370, flickr_sge_10822499123_e12369a7c0_7363_85852517@N00, 47.364, 12.2974, 1288.500000, -1.71576, -0.0529233, -0.0122709, 0.394791
0000371, flickr_sge_10823013386_63b3e6519c_7322_85852517@N00, 47.4456, 12.31, 820.000000, -3.05032, 0.0544564, -0.012271, 0.5566
0000372, flickr_sge_10828783923_f2f55ffbb7_3731_45239009@N04, 46.4741, 6.79593, 425.000000, 2.05477, -0.135758, 0.036814, 1.17601
0000373, flickr_sge_10843614716_3542d43475_o_grid_1_0.004_0.004.xml_1_0_0.499867, 46.50508499, 11.75507355, 2217.000000, -3.06643, -0.023009, -0.0245419, 0.499867
0000374, flickr_sge_10843888333_98939608e6_o_grid_1_0.004_0.004.xml_1_0_0.679168, 46.50399017, 11.75333405, 2213.000000, 2.31784, -0.234699, 0.024543, 0.679168
0000375, flickr_sge_10844642056_57e15818f5_3722_45239009@N04, 47.2599, 10.1738, 1535.000000, -2.87698, 0.169505, -5.33751e-08, 0.228303
0000376, flickr_sge_10852103016_17a9ee693d_o, 46.4282, 11.544, 1164.500000, 2.12149, -0.00460255, -0.0368125, 1.287
0000377, flickr_sge_10852109474_6ed9396190_3817_89172751@N07, 46.4092, 11.5747, 1518.000000, 1.51787, 0.0421797, -7.34213e-06, 1.287
0000378, flickr_sge_10852321243_cbe4b19843_5475_89172751@N07, 46.4297, 11.5357, 1151.000000, -2.89539, 0.0682637, -0.012271, 0.601841
0000379, flickr_sge_10852341013_7bf5579602_o, 46.4082, 11.5897, 1626.500000, -2.67679, 0.17334, 0.0122709, 0.87995
0000380, flickr_sge_10853144636_1ab68c6ed5_5487_89172751@N07, 46.4527, 11.4624, 1297.000000, 1.4918, -0.0268463, -0.0245442, 0.691112
